City, State;Latitude;Longitude
Atlantic Mine, MI;47.0971;-88.6276
Juneau, WI;43.4055;-88.7051
Calumet, MI;47.2426;-88.4382
Manistique, MI;45.9577;-86.2463
Champion, MI;46.5626;-87.9279
Brawley, CA;32.9787;-115.5303
Calistoga, CA;38.5788;-122.5797
Fillmore, CA;34.3992;-118.9181
Emmett, ID;43.8735;-116.4993
Ontario, OR;44.0266;-116.9629
Wasco, OR;45.5999;-120.6356
Skykomish, WA;47.7093;-121.3601
Marshall, MO;39.1231;-93.1969
Blackwell, OK;36.8045;-97.2828
Beloit, KS;39.4561;-98.1062
Lacygne, KS;38.3660;-94.7656
Coldwater, KS;37.2197;-99.2722
Clay Center, KS;39.3429;-97.2031
Duenweg, MO;37.0837;-94.4136
Anna, TX;33.3490;-96.5486
Talladega, AL;33.4359;-86.1058
West Paducah, KY;37.0831;-88.7442
Carrboro, NC;35.9101;-79.0753
Tallapoosa, GA;33.7445;-85.2880
Newberry, SC;34.2746;-81.6187
Mc Intyre, GA;32.8771;-83.2214
Roanoke, AL;33.1512;-85.3722
Lyles, TN;35.9198;-87.3450
Dearing, GA;33.4132;-82.3851
Cornersville, TN;35.3223;-86.8291
Fayetteville, TN;35.1547;-86.6082
Liberty, TN;36.0067;-85.9678
Brent, AL;32.9088;-87.2644
Newport, TN;35.9670;-83.1877
Yreka, CA;41.7354;-122.6345
West Wendover, NV;40.7391;-114.0734
Shelley, ID;43.3813;-112.1233
Lometa, TX;31.2171;-98.3934
Rockdale, TX;30.6555;-97.0014
Canadian, TX;35.9128;-100.3821
Belpre, KS;37.9341;-99.0955
Marshalltown, IA;42.0494;-92.9080
New Smyrna Beach, FL;29.0258;-80.9270
Midland, VA;38.5996;-77.7244
Middlesex, NC;35.7831;-78.2051
Medfield, MA;42.1876;-71.3064
West Park, NY;41.7945;-73.9596
Royersford, PA;40.1843;-75.5380
White City, OR;42.4374;-122.8589
Lake Havasu City, AZ;34.4839;-114.3225
Fort Montgomery, NY;41.3315;-73.9868
Markle, IN;40.8530;-85.2987
Lone Oak, TX;32.9968;-95.9403
Beach City, OH;40.6531;-81.5810
Albany, CA;37.8869;-122.2977
Castaic, CA;34.4889;-118.6229
Delano, CA;35.7688;-119.2471
Montevallo, AL;33.1007;-86.8642
Rutledge, TN;36.2809;-83.5149
Diana, TX;32.7099;-94.7522
Senatobia, MS;34.6176;-89.9687
Moweaqua, IL;39.5963;-88.9698
San Quentin, CA;37.9421;-122.4898
Altadena, CA;34.2005;-118.1362
Palmetto, FL;27.5214;-82.5723
University Park, PA;40.8020;-77.8564
Amherst, MA;42.3672;-72.5185
Stanford, CA;37.4178;-122.1720
Potsdam, NY;44.6698;-74.9813
Stennis Space Center, MS;30.4032;-89.4982
Winthrop, MA;42.3751;-70.9828
Dahlgren, VA;38.3404;-77.0327
Fort Monmouth, NJ;40.3139;-74.0481
Socorro, NM;34.0584;-106.8914
Picatinny Arsenal, NJ;40.8673;-74.5783
Hanover, NH;43.7023;-72.2895
Prairie View, TX;30.0828;-95.9863
Kirtland Afb, NM;35.0567;-106.5720
West Point, NY;41.3915;-73.9560
Yorktown Heights, NY;41.2709;-73.7776
Saint Albans, NY;40.6984;-73.7607
Stony Brook, NY;40.9223;-72.6371
Orono, ME;45.0028;-68.6334
Northfield, MN;44.4583;-93.1616
Offutt A F B, NE;41.1199;-95.9082
Halfway, OR;44.8807;-117.1146
South Hadley, MA;42.2584;-72.5745
Falmouth, MA;41.5515;-70.6148
North Falmouth, MA;41.6459;-70.6184
Barnstable, MA;41.7001;-70.3088
Sharon, MA;42.1237;-71.1787
Cataumet, MA;41.6662;-70.6197
Marstons Mills, MA;41.6562;-70.4161
Arlington, MA;42.4154;-71.1564
Mannington, WV;39.5309;-80.3434
Northampton, MA;42.3306;-72.6306
Butler, NJ;41.0037;-74.3415
Cornwall, PA;40.2737;-76.4061
Grasonville, MD;38.9582;-76.2102
Elkins, WV;38.9259;-79.8467
Romney, WV;39.3420;-78.7567
Baisden, WV;37.5840;-81.9051
Chartley, MA;41.9487;-71.2259
Reading, MA;42.5256;-71.0953
Gwynedd Valley, PA;40.1843;-75.2563
Quakertown, PA;40.4639;-75.3263
Turtle Creek, PA;40.4059;-79.8251
Naval Anacost Annex, DC;38.8933;-77.0146
Clifton, VA;38.7801;-77.3867
Halifax, PA;40.4681;-76.9319
Mount Vernon, IA;41.9220;-91.4168
Kimberton, PA;40.1307;-75.5721
Walnutport, PA;40.7543;-75.5988
Manville, NJ;40.5409;-74.5877
Hockessin, DE;39.7876;-75.6966
Mendham, NJ;40.7856;-74.5889
Furlong, PA;40.2962;-75.0821
Glendora, NJ;39.8415;-75.0695
Orwigsburg, PA;40.6548;-76.1008
Unionville, PA;40.9415;-79.9620
Willow Street, PA;39.9593;-76.2567
Marysville, PA;40.3426;-76.9300
Atco, NJ;39.7698;-74.8874
Odessa, DE;39.4573;-75.6613
Flourtown, PA;40.1034;-75.2124
New Tripoli, PA;40.6809;-75.7519
Carrolltown, PA;40.6028;-78.7086
Waynesburg, PA;39.8965;-80.1792
Edinboro, PA;42.1827;-80.0649
Greenvale, NY;40.8154;-73.6242
Oakdale, NY;40.7440;-73.1387
Hershey, PA;40.2859;-76.6502
Cabin John, MD;38.9754;-77.1580
Kendall Park, NJ;40.4209;-74.5607
Monessen, PA;40.1484;-79.8878
Beaver Falls, PA;40.7520;-80.3192
Cohasset, MA;42.2418;-70.8037
Norfolk, MA;42.1195;-71.3251
Coal Center, PA;40.0684;-79.9017
Tecumseh, MI;42.0039;-83.9449
Banner Elk, NC;36.1632;-81.8715
Norton, MA;41.9668;-71.1870
Portsmouth, RI;41.6023;-71.2503
Goffstown, NH;43.0203;-71.5721
Bogota, NJ;40.8762;-74.0299
Malverne, NY;40.6790;-73.6740
Cos Cob, CT;41.0334;-73.5996
Weston, MA;42.3668;-71.3031
Northport, NY;40.9009;-73.3432
North Smithfield, RI;41.9668;-71.5495
Franklin, PA;41.3978;-79.8314
Damascus, MD;39.2884;-77.2039
Frewsburg, NY;42.0464;-79.0530
Colbert, GA;34.0379;-83.2126
Calumet, PA;40.3602;-79.4398
De Queen, AR;34.0379;-94.3413
Ashville, AL;33.8370;-86.2544
High Springs, FL;29.8323;-82.5854
Glassport, PA;40.3284;-79.8840
Kenton, OH;40.6391;-83.5981
Sheakleyville, PA;41.4428;-80.2078
Masontown, PA;39.8417;-79.8958
Washington Navy Yard, DC;38.8933;-77.0146
Goodwell, OK;36.7464;-101.7716
Valliant, OK;34.0778;-95.0747
Calera, OK;33.9345;-96.4286
Commerce, OK;36.9334;-94.8730
Mangum, OK;34.8720;-99.5043
Hammon, OK;35.6335;-99.3922
Allen, OK;34.8021;-96.4039
Maud, OK;35.1304;-96.7759
Wapanucka, OK;34.3740;-96.4244
Haskell, OK;35.8204;-95.6741
Red Oak, OK;34.9509;-95.0802
Grant, OK;33.9137;-95.4592
Fairfax, CA;37.9871;-122.5889
Greenlawn, NY;40.8690;-73.3651
Green Forest, AR;36.3353;-93.4360
Islip, NY;40.7298;-73.2104
Bayport, NY;40.7479;-73.0559
Centerport, NY;40.8854;-73.3762
Baldwin, NY;40.6565;-73.6093
East Islip, NY;40.7320;-73.1857
Massapequa Park, NY;40.6804;-73.4551
Centereach, NY;40.8584;-73.0995
Ardsley, NY;41.0106;-73.8438
Keansburg, NJ;40.4426;-74.1326
Arvada, CO;39.8028;-105.0875
Cascade, MD;39.7004;-77.4946
Wheeler Army Airfield, HI;24.8598;-168.0218
Rancho Palos Verdes, CA;33.7445;-118.3870
Orient, OH;39.8028;-83.1519
New Martinsville, WV;39.6445;-80.8576
Slovan, PA;40.3592;-80.3898
Burlington, CO;39.3061;-102.2694
Capac, MI;43.0125;-82.9280
Martins Ferry, OH;40.0959;-80.7245
Lewisburg, WV;37.8018;-80.4456
Vermillion, SD;42.7794;-96.9292
Stevenson, MD;39.4104;-76.7130
Fayette, MO;39.1459;-92.6838
Newark, AR;35.7017;-91.4415
Green Bank, WV;38.4065;-79.7731
Bolton, MA;42.4334;-71.6078
Coventry, RI;41.7001;-71.6828
Kelseyville, CA;38.9779;-122.8394
Harvard, MA;42.5001;-71.5828
Stone Ridge, NY;41.8709;-74.1662
Cumberland, VA;37.4960;-78.2453
Lacrosse, WA;46.7368;-117.8755
Otsego, MI;42.4606;-85.6964
Mission Hills, CA;34.2572;-118.4670
Freeport, PA;40.7209;-79.6369
Fall City, WA;47.5673;-121.8887
Belford, NJ;40.4259;-74.0868
Hayes, VA;37.2782;-76.5038
Saegertown, PA;41.7189;-80.1476
Haslett, MI;42.7470;-84.4011
Sidney, NE;41.1428;-102.9780
Columbus, MT;45.6366;-109.2521
Pemberton, NJ;39.9721;-74.6829
Kew Gardens, NY;40.7143;-73.8310
Delta, CO;38.7422;-108.0690
Mullica Hill, NJ;39.7393;-75.2241
Pinedale, WY;42.8666;-109.8610
Thatcher, AZ;32.8492;-109.7592
Coram, NY;40.8687;-73.0015
Penn Valley, CA;39.1960;-121.1911
Sun Valley, NV;39.5963;-119.7760
Trenton, NC;35.0671;-77.3527
Victor, CO;38.7100;-105.1400
Hiawatha, IA;42.0358;-91.6821
Tamc, HI;24.8598;-168.0218
Franktown, CO;39.3914;-104.7528
Newington, VA;38.7385;-77.1850
La Motte, IA;42.2959;-90.6210
Bloomfield, IA;40.7517;-92.4149
Menlo, IA;41.5023;-94.4495
Wall Lake, IA;42.2612;-95.0934
East Bridgewater, MA;42.0334;-70.9592
Walkersville, MD;39.4862;-77.3519
Greenville, FL;30.4694;-83.6302
Woodrow, CO;39.7838;-103.5555
Creston, IA;41.0586;-94.3614
Miamiville, OH;39.2126;-84.2994
Hogansville, GA;33.1732;-84.9149
Fredericksburg, TX;30.2752;-98.8720
Madison, FL;30.4694;-83.4129
Denmark, SC;33.3227;-81.1423
Lucama, NC;35.6454;-78.0097
Enka, NC;35.5498;-82.6501
Loup City, NE;41.2787;-99.0028
Pelham, GA;31.1280;-84.1530
Baker, LA;30.5882;-91.1682
Boone Grove, IN;41.3548;-87.1295
Caddo Mills, TX;33.0657;-96.2278
Elbert, CO;39.1222;-104.5748
Fort Hall, ID;43.0333;-112.4383
Gridley, IL;40.7391;-88.8905
Shenandoah, IA;40.7134;-95.3368
Sunset Beach, CA;33.7199;-118.0743
Cicero, NY;43.1756;-76.1194
Concordia, MO;38.9834;-93.5686
Chalmette, LA;29.9430;-89.9654
Walnut Cove, NC;36.3178;-80.1813
Pine Grove, CA;38.3856;-120.6434
California, MO;38.6089;-92.5605
New Glarus, WI;42.8209;-89.6548
Ranson, WV;39.2951;-77.8606
Long Valley, NJ;40.7859;-74.7802
Haleyville, AL;34.2265;-87.6214
Duncannon, PA;40.3981;-77.0230
Mount Holly Springs, PA;40.0893;-77.2056
New Hampton, NY;41.4109;-74.4071
Waterloo, NE;41.2148;-96.3185
Oakland Gardens, NY;40.7540;-73.7660
Wallingford, PA;39.8909;-75.3630
Oneida, WI;44.5192;-88.1860
Hawaiian Gardens, CA;33.8314;-118.0728
Mattapan, MA;42.2723;-71.0870
Crownsville, MD;39.0284;-76.6013
Marcy, NY;43.1706;-75.2916
Trinidad, CO;37.2242;-104.3727
Julesburg, CO;40.8756;-102.2158
Levittown, PA;40.1537;-74.8851
Somis, CA;34.2572;-118.9962
Nuevo, CA;33.8251;-117.1081
Whiting, IA;42.1275;-96.1495
Mastic, NY;40.8020;-72.8409
Clarksville, MI;42.8423;-85.2425
Lakeview, MI;43.4464;-85.2742
Edmore, MI;43.4081;-85.0386
Cloverdale, IN;39.5148;-86.7939
Elkin, NC;36.2443;-80.8484
Sunbury, PA;40.8626;-76.7944
Oakville, IA;41.0998;-91.0446
Albany, MN;45.6300;-94.5700
Talent, OR;42.2457;-122.7887
New Market, TN;36.1040;-83.5527
Clifton, CO;39.0919;-108.4490
Coventry, CT;41.7701;-72.3051
Dillsboro, IN;38.9879;-85.0682
Olean, NY;42.0776;-78.4297
Avery Island, LA;29.9035;-91.9104
Chicago Park, CA;39.1623;-120.9567
O Neals, CA;37.1692;-119.6285
Zarephath, NJ;40.5365;-74.5746
Schoharie, NY;42.6659;-74.3096
Laurens, IA;42.8434;-94.8360
Bayside, NY;40.7684;-73.7771
Woodlawn, VA;36.7223;-80.8229
Pomfret, CT;41.8976;-71.9626
Middle Village, NY;40.7165;-73.8812
Syracuse, KS;37.9996;-101.7956
Lakin, KS;38.0002;-101.3158
Elma, NY;42.8509;-78.6403
Middle Island, NY;40.8843;-72.9373
Sturgis, SD;44.4192;-103.2643
Monee, IL;41.4200;-87.7417
Woolstock, IA;42.5797;-93.8140
Rome, IL;40.8831;-89.5026
Boylston, MA;42.3539;-71.7173
Lexington, NE;40.7808;-99.7415
Mineral Point, WI;42.8600;-90.1799
Eldon, MO;38.3484;-92.5816
West Roxbury, MA;42.2793;-71.1495
Burnt Hills, NY;42.9098;-73.8951
Carbondale, PA;41.5737;-75.5019
Bloomfield, NE;42.6728;-97.6617
Sandia Park, NM;35.1678;-106.3656
Muscoda, WI;43.1200;-90.4414
Deerfield, MI;41.8889;-83.7788
Morenci, MI;41.7195;-84.2180
Divide, CO;38.9528;-105.1910
Wells, NV;41.3543;-114.8075
Reynolds, GA;32.5599;-84.0963
Glen Oaks, NY;40.7471;-73.7115
West Halifax, VT;42.7762;-72.7436
Rainsville, AL;34.4943;-85.8478
Wickenburg, AZ;33.9022;-112.9014
Lone Tree, IA;41.4737;-91.4474
Terril, IA;43.3058;-94.9717
Oxford, IA;41.6935;-91.7242
Danville, IA;40.8579;-91.3491
Prairieburg, IA;42.2383;-91.4224
Mc Callsburg, IA;42.1733;-93.3878
York Haven, PA;40.1109;-76.7158
North Oxford, MA;42.1501;-71.8684
South Paris, ME;44.2237;-70.5134
West Boylston, MA;42.3668;-71.7856
Mc Kees Rocks, PA;40.4673;-80.1027
Fairview, UT;39.6264;-111.4396
Winter Park, CO;39.8916;-105.7631
Papillion, NE;41.1544;-96.0422
Wycombe, PA;40.2823;-75.0188
Lothian, MD;38.8318;-76.6114
Laguna, NM;35.0876;-107.2431
East Hampton, CT;41.5759;-72.5026
Lebanon, CT;41.6362;-72.2126
Ector, TX;33.5773;-96.2733
Sarcoxie, MO;37.0692;-94.1166
Massena, IA;41.2376;-94.7863
Washington, UT;37.1305;-113.5083
Schwenksville, PA;40.2562;-75.4638
Foristell, MO;38.8150;-90.9560
Cave Creek, AZ;33.8045;-111.9317
Hoffman, NC;35.0462;-79.5589
Olmsted Falls, OH;41.3751;-81.9082
Wawaka, IN;41.4570;-85.4822
Scottdale, GA;33.7934;-84.2584
Rehoboth, MA;41.8404;-71.2495
Ocean Bluff, MA;42.0973;-70.6536
Marion, MA;41.7001;-70.7628
Rockwood, TN;35.8656;-84.6849
Merrifield, VA;38.8318;-77.2888
Attica, OH;41.0648;-82.8877
Hanna, OK;35.2602;-95.8675
Eldorado, OK;34.4839;-99.6825
Bluejacket, OK;36.8085;-95.1023
Slater, IA;41.8778;-93.6786
Springville, NY;42.5084;-78.6672
Bagdad, AZ;34.5034;-113.0714
Stockton, KS;39.4381;-99.2651
Monterey, IN;41.1570;-86.4828
Camp Point, IL;40.0196;-91.0794
Monterey, VA;38.3686;-79.6433
Senath, MO;36.1443;-90.1884
Whitewater, KS;37.9708;-97.1202
Frankfort, OH;39.4014;-83.1807
Mowrystown, OH;39.0384;-83.7485
Lucasville, OH;38.8795;-82.9968
Mount Orab, OH;39.0276;-83.9197
Thornton, IL;41.5696;-87.6053
Olmstedville, NY;43.8350;-73.9406
Bethany Beach, DE;38.5396;-75.0552
Gap, PA;39.9873;-76.0205
Charlton City, MA;42.1459;-71.9884
Canisteo, NY;42.2423;-77.5814
Graytown, OH;41.5428;-83.2610
North Lima, OH;40.9484;-80.6590
Decker, MT;45.1234;-106.6421
Somerset, MA;41.7696;-71.1287
Cleveland, NC;35.7332;-80.6770
Walpole, NH;43.0795;-72.4259
Brookshire, TX;29.7861;-95.9511
Ocean View, DE;38.5451;-75.0891
Capitol Heights, MD;38.8336;-76.8777
Phenix City, AL;32.4065;-85.0425
Brookhaven, NY;40.7808;-72.9114
Wapakoneta, OH;40.5678;-84.1936
Candler, NC;35.5365;-82.6929
Wonder Lake, IL;42.3928;-88.3544
Cold Spring, NY;41.4201;-73.9546
Dover, MA;42.2459;-71.2828
Queens Village, NY;40.7268;-73.7415
Tyringham, MA;42.2459;-73.2037
Lakeview, OH;40.4848;-83.9230
Wilsonville, AL;33.2343;-86.4836
Riverdale, MD;39.0993;-76.5358
Marked Tree, AR;35.5329;-90.4207
Nova, OH;41.0168;-82.3228
Olin, IA;42.0003;-91.1491
Forestville, CA;38.4735;-122.8903
Demarest, NJ;40.9573;-73.9635
Coloma, MI;42.1861;-86.3084
Sherburn, MN;43.6522;-94.7269
Williams, OR;42.1487;-123.3258
Eagle Lake, TX;29.5311;-96.2963
Fortuna, CA;40.5982;-124.1573
Dennis, MA;41.7354;-70.1939
Addison, AL;34.2023;-87.1814
Jeanerette, LA;29.9110;-91.6634
Chapmanville, WV;37.9737;-82.0173
Lorentz, WV;39.0109;-80.3023
Teays, WV;38.4418;-81.9529
Pavilion, NY;42.8792;-78.0184
Johnsonburg, NJ;40.9645;-74.8785
Sioux Rapids, IA;42.8933;-95.1511
Richland, MI;42.3762;-85.4550
Leicester, MA;42.2459;-71.9087
Scituate, MA;42.1959;-70.7259
Southold, NY;41.0648;-72.4262
Destrehan, LA;29.9430;-90.3517
Newport, MN;44.8728;-92.9955
West Alexandria, OH;39.7445;-84.5322
Brigantine, NJ;39.4079;-74.3665
Presto, PA;40.3845;-80.1156
West Simsbury, CT;41.8617;-72.8497
Shirley, IN;39.9232;-85.5486
Waddell, AZ;33.6114;-112.4271
Waverley, MA;42.3876;-71.1828
South Berwick, ME;43.2345;-70.8095
East Freetown, MA;41.7444;-70.9803
Kamas, UT;40.6430;-111.2807
Brilliant, AL;34.0522;-87.7678
Tremont, PA;40.6308;-76.3919
Amenia, NY;41.8493;-73.5568
Temple, PA;40.4087;-75.9216
Deer Trail, CO;39.6474;-104.0039
South Wilmington, IL;41.1728;-88.2767
Trabuco Canyon, CA;33.6117;-117.5491
Port Clinton, PA;40.5861;-76.0211
Culloden, WV;38.4201;-82.0554
Lyndhurst, VA;38.0293;-78.9450
Tea, SD;43.4464;-96.8359
Campbellsport, WI;43.5978;-88.2790
Covington, TN;35.5643;-89.6465
Sandy Hook, VA;37.7816;-77.9726
Lizella, GA;32.7813;-83.8218
Stafford, KS;37.9622;-98.6006
Lake City, SC;33.8710;-79.7553
Hardwick, MA;42.3501;-72.1995
Frederick, CO;40.0992;-104.9372
Irene, SD;43.0972;-97.2549
Eldorado Springs, CO;39.9325;-105.2769
Tracy, MN;44.2527;-95.6746
New London, MO;39.5853;-91.4010
Potosi, WI;42.6987;-90.7202
Vienna, NJ;40.8687;-74.8891
Lovington, IL;39.7156;-88.6326
Adelphia, NJ;40.2182;-74.2563
Williamsburg, MA;42.3931;-72.7301
Linwood, MA;42.0973;-71.6448
Venus, PA;41.3674;-79.5182
Carmel, ME;44.7976;-69.0512
Colrain, MA;42.6828;-72.7389
Windsor, ME;44.3106;-69.5806
Millers Falls, MA;42.5751;-72.4512
Cummington, MA;42.4618;-72.8940
Highgate Springs, VT;44.9795;-73.1054
Apple Creek, OH;40.7517;-81.8393
Farmersburg, IN;39.2447;-87.4246
Flinton, PA;40.7010;-78.5470
Paw Creek, NC;35.2600;-80.8042
Robertsville, MO;38.4148;-90.8140
Washington, OK;35.0590;-97.4845
Cashion, AZ;33.4353;-112.2979
South Walpole, MA;42.1070;-71.2721
Bennett, CO;39.7589;-104.4275
Laurel, IA;41.8787;-92.9709
Shannon, AL;33.4054;-86.8719
Elkview, WV;38.4429;-81.4804
Colo, IA;42.0178;-93.3152
Klingerstown, PA;40.6944;-76.6102
Bellevue, IA;42.2586;-90.4229
Chetopa, KS;37.0373;-95.0900
Roby, TX;32.7448;-100.3776
Ashton, MD;39.1493;-77.0125
Sibley, MO;39.1492;-94.1553
Holmesville, OH;40.6295;-81.9243
Tecumseh, KS;39.0481;-95.5791
Dighton, KS;38.4820;-100.4671
Weston, TX;33.3490;-96.6694
Kings Mills, OH;39.3601;-84.2497
Williams, CA;39.1546;-122.1494
Holly Ridge, NC;34.4954;-77.5550
Walnut Bottom, PA;40.0895;-77.4039
Eden, NY;42.6523;-78.8970
Union City, MI;42.0667;-85.1361
Erie, IL;41.6564;-90.0793
Willow Springs, IL;41.7403;-87.8620
Montezuma Creek, UT;37.2700;-109.3207
Springerville, AZ;34.0486;-109.2019
Harrison, NE;42.6096;-103.7666
Eastchester, NY;40.8884;-73.8282
Blue Point, NY;40.7440;-73.0345
Brightwaters, NY;40.7209;-73.2673
Casa Grande, AZ;32.8795;-111.7574
Pineville, KY;36.7620;-83.6949
Maroa, IL;40.0364;-88.9570
Liberty, IN;39.6356;-84.9311
Climax, MI;42.2249;-85.3340
Great Meadows, NJ;40.8884;-74.9063
Alturas, CA;41.4871;-120.5425
Union City, IN;40.2083;-84.8603
Butler, IN;41.4298;-84.8714
Crescent City, CA;41.7559;-124.2018
Buhl, ID;42.5991;-114.7595
Palatine Bridge, NY;42.9206;-74.5453
Pleasant Valley, IA;41.5698;-90.4232
Oak Bluffs, MA;41.4543;-70.5620
Yeoman, IN;40.6678;-86.7242
Cut Off, LA;29.5427;-90.3381
Rochdale, MA;42.1945;-71.9059
Guin, AL;33.9657;-87.9147
Kimbolton, OH;40.1529;-81.5721
June Lake, CA;37.7758;-119.0671
Dulles, VA;39.0021;-77.4421
Limon, CO;39.2673;-103.6851
Mendota, MN;44.8872;-93.1644
Lisbon, IA;41.9211;-91.3855
Westhampton, NY;40.8245;-72.6662
Highland, MI;42.6540;-83.5904
Whiteford, MD;39.7090;-76.3455
Kirkwood, DE;39.5718;-75.6963
Goodfield, IL;40.6298;-89.2748
Avon, NY;42.9120;-77.7456
Cache, OK;34.6295;-98.6287
Oakville, CT;41.5934;-73.0854
Steele, ND;46.8547;-99.9159
Scotia, CA;40.4224;-124.0097
White Post, VA;39.0570;-78.1036
Los Ojos, NM;36.6983;-106.6471
Stidham, OK;35.3821;-95.6868
Chester, MA;42.2793;-72.9787
Marble Hill, MO;37.3059;-89.9704
Enola, AR;35.1954;-92.2032
Scotts, MI;42.1959;-85.4130
Lahoma, OK;36.3834;-98.0870
Fort Supply, OK;36.5356;-99.5345
Caney, KS;37.0562;-95.8737
Dell Rapids, SD;43.8261;-96.7062
Orient, NY;41.1365;-72.2544
Marshalls Creek, PA;41.0431;-75.1274
Wyandanch, NY;40.7540;-73.3604
Dexter, KS;37.1216;-96.7438
Franklinville, NY;42.3370;-78.4581
West Stockbridge, MA;42.2886;-73.3749
Mill Hall, PA;41.1073;-77.4844
Monette, AR;35.8906;-90.3443
Church Point, LA;30.4030;-92.2151
Satsuma, AL;30.8532;-88.0561
Princeton, IA;41.7057;-90.3958
Newburg, WV;39.4104;-79.8221
Ashton, IL;41.8661;-89.2212
Laguna Park, TX;31.8974;-97.6410
Eastover, SC;33.8768;-80.6929
Carlton, PA;41.4540;-80.0451
Wellsville, OH;40.6028;-80.6490
Thermal, CA;33.6403;-116.1394
Vienna, OH;41.2378;-80.6642
Arrowsmith, IL;40.4495;-88.6317
Radnor, OH;40.3887;-83.1652
Bloomfield, NM;36.7111;-107.9845
Chisholm, MN;47.4891;-92.8838
Delcambre, LA;29.9483;-91.9887
Rio Grande, NJ;39.0146;-74.8816
Hornick, IA;42.2557;-96.0603
Long Pond, PA;41.0534;-75.4630
Sparta, KY;38.6770;-84.9069
Rogers City, MI;45.4047;-83.8514
Benton, LA;32.6949;-93.7418
Farmer City, IL;40.2412;-88.6719
Breckenridge, MI;43.4081;-84.4750
College Corner, OH;39.5675;-84.8144
Newport, IN;39.8842;-87.4086
Point Of Rocks, WY;41.6778;-108.7886
Roscoe, NY;41.9559;-74.9343
Taylor Ridge, IL;41.3924;-90.7501
Birchleaf, VA;37.1676;-82.2593
Bucklin, MO;39.8171;-92.8788
Mineral Ridge, OH;41.1540;-80.7974
East Palestine, OH;40.8340;-80.5404
Braceville, IL;41.2270;-88.2648
Sound Beach, NY;40.9559;-72.9713
Bell City, MO;37.0237;-89.8198
Gordon, NE;42.8047;-102.2032
Stephenson, WV;37.5598;-81.3304
Pocono Summit, PA;41.1112;-75.3863
Port Deposit, MD;39.6048;-76.1152
Fort Howard, MD;39.2073;-76.4450
Pismo Beach, CA;35.1427;-120.6413
Spring Valley, IL;41.3275;-89.1998
Seven Valleys, PA;39.8557;-76.7686
Oshtemo, MI;42.2589;-85.6775
Albion, PA;42.1827;-80.0649
Covelo, CA;39.8227;-123.1606
Old Forge, PA;41.3712;-75.7349
Calimesa, CA;34.0039;-117.0620
Signal Mountain, TN;35.2044;-85.3255
Buckland, OH;40.6247;-84.2599
Mooreville, MS;34.2676;-88.5767
Batesburg, SC;33.8710;-81.5525
Mountain Rest, SC;34.8720;-83.1821
Piney View, WV;37.8362;-81.1348
Reamstown, PA;40.2115;-76.1233
Copake, NY;42.1029;-73.5563
Petersburg, NY;42.7495;-73.3401
White Water, CA;33.9253;-116.6405
Rushville, IL;40.1212;-90.5632
Rural Ridge, PA;40.5853;-79.8264
New Germantown, PA;40.3090;-77.5697
Sherrills Ford, NC;35.6204;-80.9865
Byrdstown, TN;36.5745;-85.1288
Enterprise, UT;37.5736;-113.7191
Norwood, PA;39.8918;-75.2996
Windsor, OH;41.5577;-80.9737
Burlington, KY;39.0276;-84.7241
Mulhall, OK;36.0626;-97.4166
Eldridge, CA;38.3488;-122.5108
Au Gres, MI;44.0486;-83.6958
Millerton, PA;41.9834;-76.9386
Conrad, IA;42.2459;-92.9235
Caledonia, IL;42.3695;-88.8926
Crosbyton, TX;33.6601;-101.2379
Buffalo, TX;31.4638;-96.0580
Harleysville, PA;40.2119;-75.3559
Center Moriches, NY;40.8007;-72.7906
Anna, OH;40.3984;-84.2079
Salisbury, CT;41.9834;-73.4212
Eastlake, CO;39.9239;-104.9614
Tabiona, UT;40.3845;-110.6497
Highspire, PA;40.2109;-76.7911
Columbus, MI;42.8822;-82.6624
Broadway, NJ;40.7320;-75.0516
Cheswold, DE;39.2193;-75.5858
Slatington, PA;40.7484;-75.6119
Mount Freedom, NJ;40.8262;-74.5702
Otter Rock, OR;44.7468;-124.0593
Sumiton, AL;33.7557;-87.0500
Eagle Point, OR;42.4726;-122.8028
Oakdale, CT;41.4662;-72.1573
Columbia, CT;41.7020;-72.3012
Rich Creek, VA;37.3823;-80.8226
Modena, PA;39.9668;-75.7997
Barnstead, NH;43.3426;-71.2819
Waterville, OH;41.5009;-83.7183
Spencer, OH;41.1003;-82.1232
Collinwood, TN;35.1743;-87.7378
Scotts Hill, TN;35.5151;-88.2453
Grover Hill, OH;41.0132;-84.4671
Phillips, ME;44.8231;-70.3395
Riceville, TN;35.3848;-84.6930
Oakman, AL;33.6634;-87.3341
Elm Creek, NE;40.7195;-99.3720
Arcadia, OH;41.1084;-83.5169
Loganton, PA;41.0415;-77.3307
Hankamer, TX;29.8616;-94.5939
Kimberly, WI;44.2722;-88.3390
Edinburg, IL;39.6573;-89.3895
Poth, TX;29.0697;-98.0820
Colt, AR;35.1315;-90.8112
Colwich, KS;37.7935;-97.5536
Caddo, OK;34.1268;-96.2633
Kinsley, KS;37.9231;-99.4098
Bethesda, OH;40.0162;-81.0726
Maple Park, IL;41.9075;-88.5992
Garland, UT;41.7942;-112.1711
Keymar, MD;39.5995;-77.2369
Falls Village, CT;41.9559;-73.3632
Dallas Center, IA;41.6926;-93.9359
Salem, MO;37.6456;-91.5360
Ivy, VA;38.0565;-78.5967
Weaver, AL;33.7557;-85.8273
